Area,Date,Hour,Trip_forecast,Latitude,Longitude
102,4/6/2021,3,4.511648668,25.11229341,55.20495907
102,4/7/2021,3,4.196532412,25.11229341,55.20495907
102,4/8/2021,3,5.062434972,25.11229341,55.20495907
102,4/9/2021,3,9.783565132,25.11229341,55.20495907
102,4/10/2021,3,7.125714566,25.11229341,55.20495907
102,4/11/2021,3,5.149957228,25.11229341,55.20495907
102,4/12/2021,3,4.955607542,25.11229341,55.20495907
102,4/13/2021,3,4.464699964,25.11229341,55.20495907
102,4/14/2021,3,4.149583709,25.11229341,55.20495907
102,4/1/2021,4,2.308857854,25.11229341,55.20495907
102,4/2/2021,4,6.840885215,25.11229341,55.20495907
102,4/3/2021,4,6.325439065,25.11229341,55.20495907
102,4/4/2021,4,3.660215322,25.11229341,55.20495907
102,4/5/2021,4,2.704185951,25.11229341,55.20495907
102,4/6/2021,4,2.55644014,25.11229341,55.20495907
102,4/7/2021,4,3.289033448,25.11229341,55.20495907
102,4/8/2021,4,1.664262602,25.11229341,55.20495907
102,4/9/2021,4,6.196289963,25.11229341,55.20495907
102,4/10/2021,4,5.680843813,25.11229341,55.20495907
102,4/11/2021,4,3.01562007,25.11229341,55.20495907
102,4/12/2021,4,2.059590699,25.11229341,55.20495907
102,4/13/2021,4,1.911844888,25.11229341,55.20495907
102,4/14/2021,4,2.644438196,25.11229341,55.20495907
102,4/1/2021,5,7.390053401,25.11229341,55.20495907
102,4/2/2021,5,10.38364334,25.11229341,55.20495907
102,4/3/2021,5,9.4925411,25.11229341,55.20495907
102,4/4/2021,5,7.891054833,25.11229341,55.20495907
102,4/5/2021,5,8.627231842,25.11229341,55.20495907
102,4/6/2021,5,6.682782238,25.11229341,55.20495907
102,4/7/2021,5,6.331543406,25.11229341,55.20495907
102,4/8/2021,5,7.033156515,25.11229341,55.20495907
102,4/9/2021,5,10.02674646,25.11229341,55.20495907
102,4/10/2021,5,9.135644214,25.11229341,55.20495907
102,4/11/2021,5,7.534157947,25.11229341,55.20495907
102,4/12/2021,5,8.270334956,25.11229341,55.20495907
102,4/13/2021,5,6.325885353,25.11229341,55.20495907
102,4/14/2021,5,5.97464652,25.11229341,55.20495907
102,4/1/2021,6,13.33124997,25.11229341,55.20495907
102,4/2/2021,6,18.46709577,25.11229341,55.20495907
102,4/3/2021,6,12.02395912,25.11229341,55.20495907
102,4/4/2021,6,17.04511715,25.11229341,55.20495907
102,4/5/2021,6,15.83301166,25.11229341,55.20495907
102,4/6/2021,6,14.85507215,25.11229341,55.20495907
102,4/7/2021,6,15.21193655,25.11229341,55.20495907
102,4/8/2021,6,12.94510105,25.11229341,55.20495907
102,4/9/2021,6,18.08094685,25.11229341,55.20495907
102,4/10/2021,6,11.6378102,25.11229341,55.20495907
102,4/11/2021,6,16.65896823,25.11229341,55.20495907
102,4/12/2021,6,15.44686274,25.11229341,55.20495907
102,4/13/2021,6,14.46892323,25.11229341,55.20495907
102,4/14/2021,6,14.82578763,25.11229341,55.20495907
102,4/1/2021,7,34.10677977,25.11229341,55.20495907
102,4/2/2021,7,25.56967929,25.11229341,55.20495907
102,4/3/2021,7,24.06837342,25.11229341,55.20495907
102,4/4/2021,7,36.38776866,25.11229341,55.20495907
102,4/5/2021,7,35.28815404,25.11229341,55.20495907
102,4/6/2021,7,32.25666369,25.11229341,55.20495907
102,4/7/2021,7,36.84480646,25.11229341,55.20495907
102,4/8/2021,7,34.03138124,25.11229341,55.20495907
102,4/9/2021,7,25.49428075,25.11229341,55.20495907
102,4/10/2021,7,23.99297489,25.11229341,55.20495907
102,4/11/2021,7,36.31237013,25.11229341,55.20495907
102,4/12/2021,7,35.21275551,25.11229341,55.20495907
102,4/13/2021,7,32.18126515,25.11229341,55.20495907
102,4/14/2021,7,36.76940793,25.11229341,55.20495907
102,4/1/2021,8,74.73281385,25.11229341,55.20495907
102,4/2/2021,8,41.92652394,25.11229341,55.20495907
102,4/3/2021,8,46.72834508,25.11229341,55.20495907
102,4/4/2021,8,73.91058065,25.11229341,55.20495907
102,4/5/2021,8,77.3608927,25.11229341,55.20495907
102,4/6/2021,8,78.78581358,25.11229341,55.20495907
102,4/7/2021,8,73.05893848,25.11229341,55.20495907
102,4/8/2021,8,74.43012547,25.11229341,55.20495907
102,4/9/2021,8,41.62383556,25.11229341,55.20495907
102,4/10/2021,8,46.4256567,25.11229341,55.20495907
102,4/11/2021,8,73.60789227,25.11229341,55.20495907
102,4/12/2021,8,77.05820432,25.11229341,55.20495907
102,4/13/2021,8,78.4831252,25.11229341,55.20495907
102,4/14/2021,8,72.75625011,25.11229341,55.20495907
102,4/1/2021,9,103.2604717,25.11229341,55.20495907
102,4/2/2021,9,77.36206216,25.11229341,55.20495907
102,4/3/2021,9,82.35433747,25.11229341,55.20495907
102,4/4/2021,9,104.9620469,25.11229341,55.20495907
102,4/5/2021,9,101.2993544,25.11229341,55.20495907
102,4/6/2021,9,100.4698548,25.11229341,55.20495907
102,4/7/2021,9,104.6572242,25.11229341,55.20495907
102,4/8/2021,9,105.6193114,25.11229341,55.20495907
102,4/9/2021,9,79.72090186,25.11229341,55.20495907
102,4/10/2021,9,84.71317717,25.11229341,55.20495907
102,4/11/2021,9,107.3208866,25.11229341,55.20495907
102,4/12/2021,9,103.6581941,25.11229341,55.20495907
102,4/13/2021,9,102.8286945,25.11229341,55.20495907
102,4/14/2021,9,107.0160638,25.11229341,55.20495907
102,4/1/2021,10,66.97106129,25.11229341,55.20495907
102,4/2/2021,10,56.94158952,25.11229341,55.20495907
102,4/3/2021,10,66.79380999,25.11229341,55.20495907
102,4/4/2021,10,63.14599783,25.11229341,55.20495907
102,4/5/2021,10,66.13760456,25.11229341,55.20495907
102,4/6/2021,10,59.28132861,25.11229341,55.20495907
102,4/7/2021,10,65.14283299,25.11229341,55.20495907
102,4/8/2021,10,67.12383814,25.11229341,55.20495907
102,4/9/2021,10,57.09436637,25.11229341,55.20495907
102,4/10/2021,10,66.94658684,25.11229341,55.20495907
102,4/11/2021,10,63.29877468,25.11229341,55.20495907
102,4/12/2021,10,66.2903814,25.11229341,55.20495907
102,4/13/2021,10,59.43410545,25.11229341,55.20495907
102,4/14/2021,10,65.29560984,25.11229341,55.20495907
102,4/1/2021,11,56.80937631,25.11229341,55.20495907
102,4/2/2021,11,53.91715275,25.11229341,55.20495907
102,4/3/2021,11,56.78152193,25.11229341,55.20495907
102,4/4/2021,11,53.78753701,25.11229341,55.20495907
102,4/5/2021,11,51.64904481,25.11229341,55.20495907
102,4/6/2021,11,55.9395567,25.11229341,55.20495907
102,4/7/2021,11,54.90779522,25.11229341,55.20495907
102,4/8/2021,11,56.99964839,25.11229341,55.20495907
102,4/9/2021,11,54.10742483,25.11229341,55.20495907
102,4/10/2021,11,56.97179401,25.11229341,55.20495907
102,4/11/2021,11,53.97780909,25.11229341,55.20495907
102,4/12/2021,11,51.83931689,25.11229341,55.20495907
102,4/13/2021,11,56.12982877,25.11229341,55.20495907
102,4/14/2021,11,55.09806729,25.11229341,55.20495907
102,4/1/2021,12,63.06167184,25.11229341,55.20495907
102,4/2/2021,12,63.95175747,25.11229341,55.20495907
102,4/3/2021,12,73.28795512,25.11229341,55.20495907
102,4/4/2021,12,69.77415,25.11229341,55.20495907
102,4/5/2021,12,67.22319852,25.11229341,55.20495907
102,4/6/2021,12,68.79420146,25.11229341,55.20495907
102,4/7/2021,12,71.92502967,25.11229341,55.20495907
102,4/8/2021,12,73.24170289,25.11229341,55.20495907
102,4/9/2021,12,74.13178852,25.11229341,55.20495907
102,4/10/2021,12,83.46798617,25.11229341,55.20495907
102,4/11/2021,12,79.95418105,25.11229341,55.20495907
102,4/12/2021,12,77.40322957,25.11229341,55.20495907
102,4/13/2021,12,78.97423251,25.11229341,55.20495907
102,4/14/2021,12,82.10506072,25.11229341,55.20495907
102,4/1/2021,13,60.80473561,25.11229341,55.20495907
102,4/2/2021,13,64.58120989,25.11229341,55.20495907
102,4/3/2021,13,63.68418296,25.11229341,55.20495907
102,4/4/2021,13,58.5827568,25.11229341,55.20495907
102,4/5/2021,13,59.30231457,25.11229341,55.20495907
102,4/6/2021,13,59.62174995,25.11229341,55.20495907
102,4/7/2021,13,58.43953312,25.11229341,55.20495907
102,4/8/2021,13,60.70729652,25.11229341,55.20495907
102,4/9/2021,13,64.4837708,25.11229341,55.20495907
102,4/10/2021,13,63.58674387,25.11229341,55.20495907
102,4/11/2021,13,58.48531771,25.11229341,55.20495907
102,4/12/2021,13,59.20487547,25.11229341,55.20495907
102,4/13/2021,13,59.52431086,25.11229341,55.20495907
102,4/14/2021,13,58.34209403,25.11229341,55.20495907
102,4/1/2021,14,51.98460045,25.11229341,55.20495907
102,4/2/2021,14,57.05501397,25.11229341,55.20495907
102,4/3/2021,14,58.94800423,25.11229341,55.20495907
102,4/4/2021,14,48.88643585,25.11229341,55.20495907
102,4/5/2021,14,49.10109577,25.11229341,55.20495907
102,4/6/2021,14,55.09636421,25.11229341,55.20495907
102,4/7/2021,14,49.75502165,25.11229341,55.20495907
102,4/8/2021,14,51.73264767,25.11229341,55.20495907
102,4/9/2021,14,56.80306119,25.11229341,55.20495907
102,4/10/2021,14,58.69605145,25.11229341,55.20495907
102,4/11/2021,14,48.63448307,25.11229341,55.20495907
102,4/12/2021,14,48.84914299,25.11229341,55.20495907
102,4/13/2021,14,54.84441143,25.11229341,55.20495907
102,4/14/2021,14,49.50306887,25.11229341,55.20495907
102,4/1/2021,15,61.39061076,25.11229341,55.20495907
102,4/2/2021,15,59.57797756,25.11229341,55.20495907
102,4/3/2021,15,60.71028311,25.11229341,55.20495907
102,4/4/2021,15,57.07495495,25.11229341,55.20495907
102,4/5/2021,15,54.7247402,25.11229341,55.20495907
102,4/6/2021,15,59.10232627,25.11229341,55.20495907
102,4/7/2021,15,58.43778732,25.11229341,55.20495907
102,4/8/2021,15,61.1358539,25.11229341,55.20495907
102,4/9/2021,15,59.32322071,25.11229341,55.20495907
102,4/10/2021,15,60.45552626,25.11229341,55.20495907
102,4/11/2021,15,56.8201981,25.11229341,55.20495907
102,4/12/2021,15,54.46998335,25.11229341,55.20495907
102,4/13/2021,15,58.84756942,25.11229341,55.20495907
102,4/14/2021,15,58.18303047,25.11229341,55.20495907
102,4/1/2021,16,49.95704717,25.11229341,55.20495907
102,4/2/2021,16,52.21938601,25.11229341,55.20495907
102,4/3/2021,16,51.5475358,25.11229341,55.20495907
102,4/4/2021,16,44.56980714,25.11229341,55.20495907
102,4/5/2021,16,46.83065148,25.11229341,55.20495907
102,4/6/2021,16,49.75000555,25.11229341,55.20495907
102,4/7/2021,16,47.16875603,25.11229341,55.20495907
102,4/8/2021,16,47.88070363,25.11229341,55.20495907
102,4/9/2021,16,50.14304247,25.11229341,55.20495907
102,4/10/2021,16,49.47119227,25.11229341,55.20495907
102,4/11/2021,16,42.49346361,25.11229341,55.20495907
102,4/12/2021,16,44.75430795,25.11229341,55.20495907
102,4/13/2021,16,47.67366202,25.11229341,55.20495907
102,4/14/2021,16,45.09241249,25.11229341,55.20495907
102,4/1/2021,17,61.22086797,25.11229341,55.20495907
102,4/2/2021,17,61.13245864,25.11229341,55.20495907
102,4/3/2021,17,61.50988889,25.11229341,55.20495907
102,4/4/2021,17,57.06202336,25.11229341,55.20495907
102,4/5/2021,17,57.63381376,25.11229341,55.20495907
102,4/6/2021,17,60.11170399,25.11229341,55.20495907
102,4/7/2021,17,61.97567673,25.11229341,55.20495907
102,4/8/2021,17,65.90251528,25.11229341,55.20495907
102,4/9/2021,17,65.81410596,25.11229341,55.20495907
102,4/10/2021,17,66.19153621,25.11229341,55.20495907
102,4/11/2021,17,61.74367068,25.11229341,55.20495907
102,4/12/2021,17,62.31546108,25.11229341,55.20495907
102,4/13/2021,17,64.79335131,25.11229341,55.20495907
102,4/14/2021,17,66.65732405,25.11229341,55.20495907
102,4/1/2021,18,67.67007019,25.11229341,55.20495907
102,4/2/2021,18,64.32852728,25.11229341,55.20495907
102,4/3/2021,18,61.50907141,25.11229341,55.20495907
102,4/4/2021,18,62.36870009,25.11229341,55.20495907
102,4/5/2021,18,61.80708635,25.11229341,55.20495907
102,4/6/2021,18,59.85847931,25.11229341,55.20495907
102,4/7/2021,18,57.01817611,25.11229341,55.20495907
102,4/8/2021,18,67.76084072,25.11229341,55.20495907
102,4/9/2021,18,64.41929781,25.11229341,55.20495907
102,4/10/2021,18,61.59984194,25.11229341,55.20495907
102,4/11/2021,18,62.45947062,25.11229341,55.20495907
102,4/12/2021,18,61.89785688,25.11229341,55.20495907
102,4/13/2021,18,59.94924984,25.11229341,55.20495907
102,4/14/2021,18,57.10894664,25.11229341,55.20495907
102,4/1/2021,19,62.45953773,25.11229341,55.20495907
102,4/2/2021,19,67.42668935,25.11229341,55.20495907
102,4/3/2021,19,56.50495532,25.11229341,55.20495907
102,4/4/2021,19,56.74448474,25.11229341,55.20495907
102,4/5/2021,19,54.85777862,25.11229341,55.20495907
102,4/6/2021,19,58.27878142,25.11229341,55.20495907
102,4/7/2021,19,52.25812037,25.11229341,55.20495907
102,4/8/2021,19,62.77088508,25.11229341,55.20495907
102,4/9/2021,19,67.7380367,25.11229341,55.20495907
102,4/10/2021,19,56.81630266,25.11229341,55.20495907
102,4/11/2021,19,57.05583209,25.11229341,55.20495907
102,4/12/2021,19,55.16912597,25.11229341,55.20495907
102,4/13/2021,19,58.59012877,25.11229341,55.20495907
102,4/14/2021,19,52.56946772,25.11229341,55.20495907
102,4/1/2021,20,70.634886,25.11229341,55.20495907
102,4/2/2021,20,70.10156451,25.11229341,55.20495907
102,4/3/2021,20,60.17743312,25.11229341,55.20495907
102,4/4/2021,20,55.54743761,25.11229341,55.20495907
102,4/5/2021,20,56.24888123,25.11229341,55.20495907
102,4/6/2021,20,54.10301644,25.11229341,55.20495907
102,4/7/2021,20,55.51150712,25.11229341,55.20495907
102,4/8/2021,20,71.61489393,25.11229341,55.20495907
102,4/9/2021,20,71.08157244,25.11229341,55.20495907
102,4/10/2021,20,61.15744106,25.11229341,55.20495907
102,4/11/2021,20,56.52744554,25.11229341,55.20495907
102,4/12/2021,20,57.22888916,25.11229341,55.20495907
102,4/13/2021,20,55.08302438,25.11229341,55.20495907
102,4/14/2021,20,56.49151506,25.11229341,55.20495907
102,4/1/2021,21,67.32254683,25.11229341,55.20495907
102,4/2/2021,21,66.51798363,25.11229341,55.20495907
102,4/3/2021,21,57.29710927,25.11229341,55.20495907
102,4/4/2021,21,54.19255867,25.11229341,55.20495907
102,4/5/2021,21,51.86492314,25.11229341,55.20495907
102,4/6/2021,21,51.84543637,25.11229341,55.20495907
102,4/7/2021,21,52.41030677,25.11229341,55.20495907
102,4/8/2021,21,68.35257184,25.11229341,55.20495907
102,4/9/2021,21,67.54800864,25.11229341,55.20495907
102,4/10/2021,21,58.32713428,25.11229341,55.20495907
102,4/11/2021,21,55.22258368,25.11229341,55.20495907
102,4/12/2021,21,52.89494815,25.11229341,55.20495907
102,4/13/2021,21,52.87546138,25.11229341,55.20495907
102,4/14/2021,21,53.44033178,25.11229341,55.20495907
102,4/1/2021,22,52.17149613,25.11229341,55.20495907
102,4/2/2021,22,50.77753837,25.11229341,55.20495907
102,4/3/2021,22,41.27866579,25.11229341,55.20495907
102,4/4/2021,22,38.1230096,25.11229341,55.20495907
102,4/5/2021,22,38.32615113,25.11229341,55.20495907
102,4/6/2021,22,35.59534776,25.11229341,55.20495907
102,4/7/2021,22,37.88159077,25.11229341,55.20495907
102,4/8/2021,22,52.39501949,25.11229341,55.20495907
102,4/9/2021,22,51.00106174,25.11229341,55.20495907
102,4/10/2021,22,41.50218916,25.11229341,55.20495907
102,4/11/2021,22,38.34653296,25.11229341,55.20495907
102,4/12/2021,22,38.5496745,25.11229341,55.20495907
102,4/13/2021,22,35.81887113,25.11229341,55.20495907
102,4/14/2021,22,38.10511414,25.11229341,55.20495907
102,4/1/2021,23,48.78457122,25.11229341,55.20495907
102,4/2/2021,23,39.99341302,25.11229341,55.20495907
102,4/3/2021,23,37.30168652,25.11229341,55.20495907
102,4/4/2021,23,32.54190749,25.11229341,55.20495907
102,4/5/2021,23,34.48855066,25.11229341,55.20495907
102,4/6/2021,23,36.50172319,25.11229341,55.20495907
102,4/7/2021,23,30.47810874,25.11229341,55.20495907
102,4/8/2021,23,48.75148973,25.11229341,55.20495907
102,4/9/2021,23,39.96033154,25.11229341,55.20495907
102,4/10/2021,23,37.26860504,25.11229341,55.20495907
102,4/11/2021,23,32.50882601,25.11229341,55.20495907
102,4/12/2021,23,34.45546917,25.11229341,55.20495907
102,4/13/2021,23,36.4686417,25.11229341,55.20495907
102,4/14/2021,23,30.44502725,25.11229341,55.20495907
103,4/1/2021,0,25.1832369,25.10918706,55.19123642
103,4/2/2021,0,36.89709552,25.10918706,55.19123642
103,4/3/2021,0,31.16616621,25.10918706,55.19123642
103,4/4/2021,0,26.68465243,25.10918706,55.19123642
103,4/5/2021,0,24.44171792,25.10918706,55.19123642
103,4/6/2021,0,24.94270908,25.10918706,55.19123642
103,4/7/2021,0,25.58437238,25.10918706,55.19123642
103,4/8/2021,0,24.9738837,25.10918706,55.19123642
103,4/9/2021,0,36.68774233,25.10918706,55.19123642
103,4/10/2021,0,30.95681301,25.10918706,55.19123642
103,4/11/2021,0,26.47529924,25.10918706,55.19123642
103,4/12/2021,0,24.23236473,25.10918706,55.19123642
103,4/13/2021,0,24.73335588,25.10918706,55.19123642
103,4/14/2021,0,25.37501919,25.10918706,55.19123642
103,4/1/2021,1,18.83449515,25.10918706,55.19123642
103,4/2/2021,1,28.35684974,25.10918706,55.19123642
103,4/3/2021,1,25.30057562,25.10918706,55.19123642
103,4/4/2021,1,19.97332753,25.10918706,55.19123642
103,4/5/2021,1,18.53968657,25.10918706,55.19123642
103,4/6/2021,1,17.63961657,25.10918706,55.19123642
103,4/7/2021,1,16.63468759,25.10918706,55.19123642
103,4/8/2021,1,18.36416343,25.10918706,55.19123642
103,4/9/2021,1,27.88651801,25.10918706,55.19123642
103,4/10/2021,1,24.8302439,25.10918706,55.19123642
103,4/11/2021,1,19.50299581,25.10918706,55.19123642
103,4/12/2021,1,18.06935485,25.10918706,55.19123642
103,4/13/2021,1,17.16928484,25.10918706,55.19123642
103,4/14/2021,1,16.16435586,25.10918706,55.19123642
103,4/1/2021,2,7.018434613,25.10918706,55.19123642
103,4/2/2021,2,14.77966841,25.10918706,55.19123642
103,4/3/2021,2,13.59378729,25.10918706,55.19123642
103,4/4/2021,2,8.041415121,25.10918706,55.19123642
103,4/5/2021,2,6.926767452,25.10918706,55.19123642
103,4/6/2021,2,5.876122326,25.10918706,55.19123642
103,4/7/2021,2,7.488614997,25.10918706,55.19123642
103,4/8/2021,2,5.75528266,25.10918706,55.19123642
103,4/9/2021,2,13.51651645,25.10918706,55.19123642
103,4/10/2021,2,12.33063534,25.10918706,55.19123642
103,4/11/2021,2,6.778263168,25.10918706,55.19123642
103,4/12/2021,2,5.663615499,25.10918706,55.19123642
103,4/13/2021,2,4.612970373,25.10918706,55.19123642
103,4/14/2021,2,6.225463044,25.10918706,55.19123642
103,4/1/2021,3,3.058829186,25.10918706,55.19123642
103,4/2/2021,3,8.883937132,25.10918706,55.19123642
103,4/3/2021,3,8.192094658,25.10918706,55.19123642
103,4/4/2021,3,2.623535643,25.10918706,55.19123642
103,4/5/2021,3,2.371203481,25.10918706,55.19123642
103,4/6/2021,3,-0.413119342,25.10918706,55.19123642
103,4/7/2021,3,0.433522965,25.10918706,55.19123642
103,4/8/2021,3,1.956173409,25.10918706,55.19123642
103,4/9/2021,3,7.781281356,25.10918706,55.19123642
103,4/10/2021,3,7.089438882,25.10918706,55.19123642
103,4/11/2021,3,1.520879867,25.10918706,55.19123642
103,4/12/2021,3,1.268547705,25.10918706,55.19123642
103,4/13/2021,3,-1.515775119,25.10918706,55.19123642
103,4/14/2021,3,-0.669132812,25.10918706,55.19123642
103,4/1/2021,4,3.599962684,25.10918706,55.19123642
103,4/2/2021,4,8.817043267,25.10918706,55.19123642
103,4/3/2021,4,5.911939112,25.10918706,55.19123642
103,4/4/2021,4,4.712865901,25.10918706,55.19123642
103,4/5/2021,4,3.361533387,25.10918706,55.19123642
103,4/6/2021,4,2.514094244,25.10918706,55.19123642
103,4/7/2021,4,3.982637783,25.10918706,55.19123642
103,4/8/2021,4,3.306736181,25.10918706,55.19123642
103,4/9/2021,4,8.523816764,25.10918706,55.19123642
103,4/10/2021,4,5.618712609,25.10918706,55.19123642
103,4/11/2021,4,4.419639398,25.10918706,55.19123642
103,4/12/2021,4,3.068306883,25.10918706,55.19123642
103,4/13/2021,4,2.220867741,25.10918706,55.19123642
103,4/14/2021,4,3.68941128,25.10918706,55.19123642
103,4/1/2021,5,5.240917341,25.10918706,55.19123642
103,4/2/2021,5,10.96310329,25.10918706,55.19123642
103,4/3/2021,5,5.899517612,25.10918706,55.19123642
103,4/4/2021,5,5.79113326,25.10918706,55.19123642
103,4/5/2021,5,4.26506924,25.10918706,55.19123642
103,4/6/2021,5,7.054194391,25.10918706,55.19123642
103,4/7/2021,5,5.288039058,25.10918706,55.19123642
103,4/8/2021,5,4.983961356,25.10918706,55.19123642
103,4/9/2021,5,10.7061473,25.10918706,55.19123642
103,4/10/2021,5,5.642561627,25.10918706,55.19123642
103,4/11/2021,5,5.534177276,25.10918706,55.19123642
103,4/12/2021,5,4.008113255,25.10918706,55.19123642
103,4/13/2021,5,6.797238407,25.10918706,55.19123642
103,4/14/2021,5,5.031083073,25.10918706,55.19123642
103,4/1/2021,6,18.75398979,25.10918706,55.19123642
103,4/2/2021,6,15.86732862,25.10918706,55.19123642
103,4/3/2021,6,13.4701982,25.10918706,55.19123642
103,4/4/2021,6,17.6807345,25.10918706,55.19123642
103,4/5/2021,6,15.78032691,25.10918706,55.19123642
103,4/6/2021,6,15.73544683,25.10918706,55.19123642
103,4/7/2021,6,15.03293596,25.10918706,55.19123642
103,4/8/2021,6,18.63275989,25.10918706,55.19123642
103,4/9/2021,6,15.74609873,25.10918706,55.19123642
103,4/10/2021,6,13.34896831,25.10918706,55.19123642
103,4/11/2021,6,17.55950461,25.10918706,55.19123642
103,4/12/2021,6,15.65909702,25.10918706,55.19123642
103,4/13/2021,6,15.61421694,25.10918706,55.19123642
103,4/14/2021,6,14.91170606,25.10918706,55.19123642
103,4/1/2021,7,37.97719042,25.10918706,55.19123642
103,4/2/2021,7,31.36370351,25.10918706,55.19123642
103,4/3/2021,7,25.18161703,25.10918706,55.19123642
103,4/4/2021,7,45.23198983,25.10918706,55.19123642
103,4/5/2021,7,39.91422208,25.10918706,55.19123642
103,4/6/2021,7,40.10748938,25.10918706,55.19123642
103,4/7/2021,7,40.22944559,25.10918706,55.19123642
103,4/8/2021,7,38.14496726,25.10918706,55.19123642
103,4/9/2021,7,31.53148035,25.10918706,55.19123642
103,4/10/2021,7,25.34939387,25.10918706,55.19123642
103,4/11/2021,7,45.39976667,25.10918706,55.19123642
103,4/12/2021,7,40.08199892,25.10918706,55.19123642
103,4/13/2021,7,40.27526622,25.10918706,55.19123642
103,4/14/2021,7,40.39722243,25.10918706,55.19123642
103,4/1/2021,8,84.39990986,25.10918706,55.19123642
103,4/2/2021,8,49.58754538,25.10918706,55.19123642
103,4/3/2021,8,53.48452644,25.10918706,55.19123642
103,4/4/2021,8,81.00490797,25.10918706,55.19123642
103,4/5/2021,8,88.81728154,25.10918706,55.19123642
103,4/6/2021,8,84.04076893,25.10918706,55.19123642
103,4/7/2021,8,84.93003009,25.10918706,55.19123642
103,4/8/2021,8,85.50645235,25.10918706,55.19123642
103,4/9/2021,8,50.69408787,25.10918706,55.19123642
103,4/10/2021,8,54.59106893,25.10918706,55.19123642
103,4/11/2021,8,82.11145046,25.10918706,55.19123642
103,4/12/2021,8,89.92382403,25.10918706,55.19123642
103,4/13/2021,8,85.14731142,25.10918706,55.19123642
103,4/14/2021,8,86.03657258,25.10918706,55.19123642
103,4/1/2021,9,105.0814961,25.10918706,55.19123642
103,4/2/2021,9,72.81788415,25.10918706,55.19123642
103,4/3/2021,9,89.23696791,25.10918706,55.19123642
103,4/4/2021,9,104.5180438,25.10918706,55.19123642
103,4/5/2021,9,105.9213371,25.10918706,55.19123642
103,4/6/2021,9,105.132285,25.10918706,55.19123642
103,4/7/2021,9,101.5716671,25.10918706,55.19123642
103,4/8/2021,9,107.3117044,25.10918706,55.19123642
103,4/9/2021,9,75.04809251,25.10918706,55.19123642
103,4/10/2021,9,91.46717627,25.10918706,55.19123642
103,4/11/2021,9,106.7482522,25.10918706,55.19123642
103,4/12/2021,9,108.1515454,25.10918706,55.19123642
103,4/13/2021,9,107.3624933,25.10918706,55.19123642
103,4/14/2021,9,103.8018754,25.10918706,55.19123642
103,4/1/2021,10,99.05566088,25.10918706,55.19123642
103,4/2/2021,10,73.65524737,25.10918706,55.19123642
103,4/3/2021,10,95.64342708,25.10918706,55.19123642
103,4/4/2021,10,95.47511127,25.10918706,55.19123642
